learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),[avg] classified instances,[err] classified instances,[avg] classifications correct (percent),[err] classifications correct (percent),[avg] Kappa Statistic (percent),[err] Kappa Statistic (percent),[avg] Kappa Temporal Statistic (percent),[err] Kappa Temporal Statistic (percent),[avg] Kappa M Statistic (percent),[err] Kappa M Statistic (percent)
20000.0,5.261698802,2.2680946242489747E-6,20000.0,0.0,95.80250000000001,0.00611237360696459,88.58651627132927,0.018106933653138466,88.92480211081794,0.01612763484687032,83.20664132826565,0.02445438530491867
40000.0,20.849020974,2.7638988407684033E-5,40000.0,0.0,96.30349999999999,0.010329300288230675,90.00101019321,0.02804768556633309,90.09246850710264,0.027685071799063873,85.214,0.04131720115292355
60000.0,45.355079322,1.1579376185698725E-4,60000.0,0.0,96.71699999999998,0.008239471396206835,91.06409936404512,0.022997333698927185,91.22192513368984,0.02203067218236944,86.868,0.03295788558482392
80000.0,75.481058541,3.0705898522052075E-4,80000.0,0.0,96.45400000000001,0.008749603165604549,90.26878131125306,0.024844692753724102,90.60662251655629,0.023177756730076417,85.816,0.03499841266241813
100000.0,102.568704819,5.730975059335474E-4,100000.0,0.0,91.8495,0.021166666666667163,76.86808270908068,0.06911751283965224,78.19847532432793,0.056618073202264245,67.398,0.08466666666666524
120000.0,130.174901975,9.646215664569068E-4,120000.0,0.0,89.22949999999999,0.029168571366379754,68.02282912270839,0.10001045608766874,71.29015060642409,0.07775175627450345,56.918000000000006,0.11667428546551782
140000.0,162.574994091,0.0015873504628070448,140000.0,0.0,90.7465,0.02093707503714586,72.66358217048206,0.0719392307969223,75.43535970268118,0.05558023636088802,62.986000000000004,0.08374830014858624
160000.0,200.743142751,0.0025432513032404673,160000.0,0.0,89.99900000000001,0.01989974874213238,71.7255381736102,0.06856732002508885,73.57029598308668,0.052589188007749775,59.996,0.07959899496853069
180000.0,245.342623636,0.003960081739732812,180000.0,0.0,93.14399999999999,0.018496245865338684,80.83328474267593,0.054842179442461156,81.79742466480818,0.04910725040578568,72.576,0.07398498346135718
200000.0,298.17156741,0.006028316674974247,200000.0,0.0,96.243,0.012409673645991484,89.57657747536445,0.036049786112538035,89.9397509706788,0.0332298129494997,84.97200000000001,0.04963869458396089
