learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),[avg] classified instances,[err] classified instances,[avg] classifications correct (percent),[err] classifications correct (percent),[avg] Kappa Statistic (percent),[err] Kappa Statistic (percent),[avg] Kappa Temporal Statistic (percent),[err] Kappa Temporal Statistic (percent),[avg] Kappa M Statistic (percent),[err] Kappa M Statistic (percent)
47000.0,102.029667419,3.0338583030685833E-5,47000.0,0.0,83.60255319148936,0.094789456132599,73.92006753926474,0.14706023950456423,0.8389089037570608,0.573224966319113,62.33419676457651,0.21773639793910946
94000.0,195.769148427,5.378296815859896E-5,94000.0,0.0,87.66063829787235,0.10915133246831511,67.00498595456138,0.2595794621810543,-313.65905848787514,3.6591388202645025,51.21961476995542,0.4315007676012138
141000.0,293.60698593,7.748190013523666E-5,141000.0,0.0,87.0895744680851,0.1082012229722177,57.95508555230584,0.18974409257414912,-290.9729381443294,3.2767122936174102,34.365603028664154,0.5500765256564875
188000.0,387.300452703,1.0460388691004608E-4,188000.0,0.0,83.03553191489362,0.19388987865802504,65.450666625873,0.3772693232400916,-337.8528281164191,5.0042967034196515,58.68542411523912,0.4721915278992264
235000.0,498.157935836,1.4804325856416118E-4,235000.0,0.0,83.87446808510637,0.2357609385796384,72.68906410423459,0.4010120860701927,-307.2541644277273,5.954198878690476,74.14193108154214,0.3780540468523712
282000.0,625.108673729,1.8079512338568663E-4,282000.0,0.0,78.09425531914894,0.1851528568599486,69.90957043314921,0.24605861927275685,-313.15008025682226,3.492048263409937,64.16144527986633,0.3029164672938441
329000.0,748.720840001,2.1949966489225755E-4,329000.0,0.0,79.26808510638298,0.19942954710457803,70.52043109317174,0.2902464316717997,-386.22754491017974,4.67723987720317,65.82251841459137,0.3287684571699458
376000.0,861.164384758,2.511652648564642E-4,376000.0,0.0,82.41851063829786,0.08763676285160452,73.07575013703601,0.12347289546086009,-295.94154288452324,1.9736118131410787,67.619028958815,0.16140631897901175
423000.0,983.463368005,2.8175394309472204E-4,423000.0,0.0,83.00893617021276,0.15796662003607378,72.80389539539344,0.24833701747358122,-325.9093333333334,3.959696608904263,71.00922093951937,0.2695284666265709
470000.0,1094.195441786,3.1206557158937743E-4,470000.0,0.0,86.618085106383,0.12079879750809906,74.20588914235194,0.22493230068622433,-298.0696202531649,3.5933819511902527,64.56220419202164,0.31989764947490373
