learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),[avg] classified instances,[err] classified instances,[avg] classifications correct (percent),[err] classifications correct (percent),[avg] Kappa Statistic (percent),[err] Kappa Statistic (percent),[avg] Kappa Temporal Statistic (percent),[err] Kappa Temporal Statistic (percent),[avg] Kappa M Statistic (percent),[err] Kappa M Statistic (percent)
1820.0,0.06167583,1.724223940819502E-9,1820.0,0.0,74.64835164835165,0.2435553144304663,39.80929566633944,0.481350289823329,20.44827586206896,0.7642597797645642,16.10909090909092,0.8059466768426314
3640.0,0.118271433,3.3204795364787183E-9,3640.0,0.0,74.1868131868132,0.19396633399082444,33.10491365376937,0.384663138575747,16.405693950177945,0.6281472026037351,7.519685039370087,0.6949187556364158
5460.0,0.17741233,5.023040429159171E-9,5460.0,0.0,71.52747252747253,0.12389402582628328,30.44707189588341,0.363039594348466,15.876623376623384,0.3660505308503831,8.927943760984189,0.3962866906921549
7280.0,0.235600086,6.672029713586802E-9,7280.0,0.0,73.23626373626374,0.30945877895872737,34.93016016275268,0.4405992770440385,13.017857142857146,1.005741031615862,11.597096188747736,1.02216874356603
9100.0,0.294276578,8.3404554532013E-9,9100.0,0.0,71.71428571428572,0.1784751313564791,35.08859938087923,0.2897785432043831,14.485049833887057,0.5395759785195918,10.157068062827225,0.5668843613766046
10920.0,0.354081752,1.0011021392560671E-8,10920.0,0.0,73.8021978021978,0.1955165735543234,30.845665288672784,0.636070622701244,11.539888682745811,0.6601858327808313,5.770750988142299,0.7032414305708854
12740.0,0.413114157,1.1606733435295114E-8,12740.0,0.0,73.53846153846153,0.17047730810578998,29.702809415771554,0.2949294005500659,13.846153846153854,0.5550423984839663,3.680000000000011,0.6205374015050744
14560.0,0.470634731,1.3015987068590612E-8,14560.0,0.0,71.36813186813187,0.17150721404556074,38.104773574771635,0.31026872781760506,12.85953177257527,0.5219784775299632,21.874062968515755,0.4679807039923809
16380.0,0.527120815,1.4540881835298827E-8,16380.0,0.0,73.65934065934066,0.1796739702334179,42.09924054452609,0.29699212928286806,18.607809847198638,0.5551895175294065,24.145569620253166,0.5174155471911712
18159.0,0.585472739,1.617012886882036E-8,18159.0,0.0,70.7967032967033,0.2104633893362047,37.65608350857681,0.4415853694914354,12.8688524590164,0.6279399485112966,18.356374807987702,0.588392271262505
