learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),[avg] classified instances,[err] classified instances,[avg] classifications correct (percent),[err] classifications correct (percent),[avg] Kappa Statistic (percent),[err] Kappa Statistic (percent),[avg] Kappa Temporal Statistic (percent),[err] Kappa Temporal Statistic (percent),[avg] Kappa M Statistic (percent),[err] Kappa M Statistic (percent)
10000.0,0.768457594,8.413238393473956E-9,10000.0,0.0,83.287,0.02848196310337778,64.69377719539236,0.05419302150369596,64.09667024704618,0.06118574243475464,53.81873445703233,0.07870119674876475
20000.0,1.368261435,1.4980019362332927E-8,20000.0,0.0,83.31700000000001,0.013666666666666334,64.57736560069873,0.02497799236319661,64.07622739018088,0.029428653459661024,53.17709795116473,0.03835718963420361
30000.0,1.936692316,2.120332244295215E-8,30000.0,0.0,85.60900000000001,0.005467073155617252,69.9971632299217,0.011572883039164955,69.74774017237755,0.011492691098630351,63.4931506849315,0.013868780201975156
40000.0,2.505016228,2.7425454404039545E-8,40000.0,0.0,86.51299999999999,0.012387269450708581,72.44664389616209,0.0255293289236568,72.83037872683319,0.024954209207713688,68.9454294266636,0.028522379577961558
50000.0,3.060963273,3.351208177326873E-8,50000.0,0.0,86.814,0.013432961119740697,72.96426046794623,0.028155071639735615,73.59102743841379,0.026903587261644286,69.04694835680753,0.031532772581548074
60000.0,3.612376939,3.954907673785672E-8,60000.0,0.0,76.103,0.007753135566408135,48.992343722832985,0.012738262095708774,43.63915094339624,0.018285697090586615,20.63434075058121,0.025749370861536613
70000.0,4.164543364,4.5594313069267405E-8,70000.0,0.0,76.327,0.007461009761866238,48.87974908937202,0.013055597587532759,43.06637806637806,0.017943746421033743,19.698100407055612,0.025308716966979637
80000.0,4.714012241,5.16100160671812E-8,80000.0,0.0,81.89399999999999,0.005617433182117094,62.10326321442075,0.01207462341901421,60.69893640112871,0.012193256310219478,52.440241660099815,0.01475553764675043
90000.0,5.270704182,5.77047987174243E-8,90000.0,0.0,86.223,0.011060440015358238,72.17927326660407,0.02265050503876375,72.57216802707546,0.02201958991709717,70.69970225435985,0.023522841376772276
100000.0,5.818625952,6.370356365640957E-8,100000.0,0.0,86.373,0.010115993936995755,72.4204655496621,0.020796900580639287,72.94619813380982,0.02008337092911478,70.69462365591396,0.021754825670958603
