learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),[avg] classified instances,[err] classified instances,[avg] classifications correct (percent),[err] classifications correct (percent),[avg] Kappa Statistic (percent),[err] Kappa Statistic (percent),[avg] Kappa Temporal Statistic (percent),[err] Kappa Temporal Statistic (percent),[avg] Kappa M Statistic (percent),[err] Kappa M Statistic (percent)
10000.0,1.31459226,2.679877347623309E-8,10000.0,0.0,80.147,0.0721426056887028,60.29309955061086,0.1442901628554594,59.868607236709124,0.14583102019143213,59.917221885725816,0.14565436238381144
20000.0,2.724735594,5.554541448938352E-8,20000.0,0.0,84.368,0.0605493370915201,68.73319651669233,0.12109078679627641,68.47115772488905,0.12212452015231572,68.4329563812601,0.12227249008787912
30000.0,3.988373758,8.130545731282067E-8,30000.0,0.0,84.213,0.05740789725000258,68.42413881216298,0.1148776393945565,68.84964483030782,0.11327525108524333,67.9516849370686,0.1165405953105997
40000.0,5.169852538,1.053906304540319E-7,40000.0,0.0,84.456,0.08607748447377678,68.90806048156713,0.17206156858904967,68.86217948717949,0.17243085832086788,68.59163467367145,0.1739290452086812
50000.0,6.379048099,1.300408272593178E-7,50000.0,0.0,84.86000000000001,0.035652645218988276,69.69336910001867,0.07089313859774339,69.4758064516129,0.07188033310280136,69.17124821828548,0.07259752640804257
60000.0,7.624928299,1.5543886304139678E-7,60000.0,0.0,85.241,0.06367364708679144,70.47760389088586,0.12745094850007688,70.69301032565527,0.1264369481469268,70.1958804523425,0.12858167828512213
70000.0,8.821823757,1.7983831466579182E-7,70000.0,0.0,84.73100000000001,0.07104693284489336,69.46149445902584,0.1420656079403722,69.0660453808752,0.14393624968576382,69.42531037244693,0.14226458318961294
80000.0,10.008247188,2.0402428756530085E-7,80000.0,0.0,85.612,0.04545571715661606,71.21810818142335,0.09103377247936971,71.16633266533066,0.09109362155634369,70.7263479145473,0.09248365647327636
90000.0,11.235521153,2.2904302377884994E-7,90000.0,0.0,84.158,0.057923320960655535,68.31560314888841,0.11586132926841622,68.486174656853,0.11522442999931476,68.09907370116794,0.11663979251038109
100000.0,12.413585942,2.530586006092941E-7,100000.0,0.0,85.753,0.07687002016391084,71.50353746345735,0.15387276567173275,71.13069908814589,0.1557649851345705,70.95412844036696,0.15671767617514726
