learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),[avg] classified instances,[err] classified instances,[avg] classifications correct (percent),[err] classifications correct (percent),[avg] Kappa Statistic (percent),[err] Kappa Statistic (percent),[avg] Kappa Temporal Statistic (percent),[err] Kappa Temporal Statistic (percent),[avg] Kappa M Statistic (percent),[err] Kappa M Statistic (percent)
10000.0,0.161881275,6.377973970801882E-9,10000.0,0.0,81.82300000000001,0.026417586734766026,61.08542990037586,0.06530180218352612,60.95166487647691,0.056750991911418906,49.773418071290415,0.07299692383190305
20000.0,0.301392034,1.1874570099963912E-8,20000.0,0.0,88.09700000000001,0.014836142056179757,73.11202131405005,0.03661553845817713,74.3690783807063,0.03194690365240835,66.60213243546576,0.04162778354707629
30000.0,0.442557543,1.762217368064448E-8,30000.0,0.0,86.171,0.045152826907931876,70.11666366314014,0.09003192279375805,70.94747899159663,0.09485888005868272,64.9366125760649,0.1144848552432376
40000.0,0.579078138,2.3180657946504666E-8,40000.0,0.0,87.86699999999999,0.041821047332653356,75.03568620149801,0.093022991852784,75.54816606207174,0.0842826427502078,72.07594936708861,0.09625097199690079
50000.0,0.717302667,2.8814812033344077E-8,50000.0,0.0,87.227,0.028520947467508943,73.35277830281794,0.06386095051498776,74.18031129977764,0.05765301691431298,68.9599027946537,0.06930971438033966
60000.0,0.85540486,3.454201485804179E-8,60000.0,0.0,85.65799999999999,0.4439964964826747,66.40865620748806,0.8196482903090359,67.02988505747128,1.0206816011095958,54.426437877343496,1.4108563599703652
70000.0,0.995103352,4.0335417414570457E-8,70000.0,0.0,88.14699999999999,0.3749668133463424,70.04321770698665,0.7087617839592889,71.52774441508528,0.9007129794531413,59.88832487309645,1.2689232262143584
80000.0,1.136210125,4.611246139519124E-8,80000.0,0.0,84.282,0.13368952423016667,65.1099527124527,0.27132966580740486,65.86012163336228,0.2903768988491914,58.799475753604185,0.3504312561734426
90000.0,1.264127236,5.1349508210236445E-8,90000.0,0.0,86.92399999999999,0.13609800390404939,73.59521397935737,0.28030663457660887,73.93141945773525,0.27132775897936545,72.15502555366268,0.28981687373094106
100000.0,1.389027966,5.646306155059696E-8,100000.0,0.0,87.865,0.0630740305778325,75.4821839330748,0.13105825898216866,75.92261904761905,0.1251468860671264,73.92005157962605,0.13555562127193702
