learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),[avg] classified instances,[err] classified instances,[avg] classifications correct (percent),[err] classifications correct (percent),[avg] Kappa Statistic (percent),[err] Kappa Statistic (percent),[avg] Kappa Temporal Statistic (percent),[err] Kappa Temporal Statistic (percent),[avg] Kappa M Statistic (percent),[err] Kappa M Statistic (percent)
10000.0,2.599384333,9.407482592424379E-8,10000.0,0.0,44.15,1.1735236588061524,28.587005058913356,1.340470648801229,27.79573367808662,1.5171605155864925,19.893861158921393,1.683195150324372
20000.0,5.379843175,1.9470295475842437E-7,20000.0,0.0,39.573,1.1071826608308333,22.855917430205885,0.9176196920397932,22.350295553842198,1.422748214894415,13.465559215237004,1.5855401128896367
30000.0,8.218618983,2.989868078654528E-7,30000.0,0.0,34.937,0.7296895077892905,18.27310928651414,0.9049400038651793,15.852302121055356,0.9437267301982554,8.426460239268124,1.0270084557203252
40000.0,10.999768984,4.0115374804986626E-7,40000.0,0.0,30.516000000000002,1.166039069290181,11.549915383719535,1.335112126652883,11.009221311475411,1.4933902014474654,0.29559477686899477,1.673179895666783
50000.0,13.895403572,5.07526336957959E-7,50000.0,0.0,34.672000000000004,1.5213829965601113,15.701177563701407,1.783793691493883,14.670846394984324,1.9871773727274176,6.527400200314784,2.176825005809287
60000.0,16.640301352,6.08361533621481E-7,60000.0,0.0,33.61599999999999,1.1032872095092312,14.47218383523386,1.299704548486185,14.596680818216903,1.419384033846946,5.57041251778094,1.5693985910515378
70000.0,19.401649216,7.098010323713531E-7,70000.0,0.0,28.23,1.04100378908479,8.351462268657563,0.9193712111866952,7.285880377212249,1.3447923899816427,-4.271393287810544,1.5124274140415364
80000.0,22.161616933,8.111898307289612E-7,80000.0,0.0,30.124,1.0464577286148633,11.090402889135072,0.7118550064483631,8.419397116644824,1.371504231474263,-0.022902948754652208,1.497935483273494
90000.0,24.942662519,9.133529351759798E-7,90000.0,0.0,29.375999999999998,1.2251214905741665,10.36208166499903,0.8484753751257648,8.907519669805234,1.580190236778236,-1.0646823125357798,1.7531790076905642
100000.0,27.772316843,1.0188419046820795E-6,100000.0,0.0,29.694000000000003,1.1907534496182561,11.163724577991802,0.7585063982993929,9.000776598498577,1.5412289019133527,-0.19381502066410258,1.6969551797324443
